Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
577393,23162,REGENCY TEA STRAINER,16,2011-11-18 17:06:00,3.75,14031.0,United Kingdom,60.0
541293,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-01-17 13:39:00,1.25,15311.0,United Kingdom,7.5
550500,21012,ANTIQUE ALL GLASS CANDLESTICK,1,2011-04-18 15:26:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.46
493404,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2009-12-23 15:30:00,6.04,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.04
526512,21935,SUKI  SHOULDER BAG,10,2010-10-12 11:04:00,1.65,14981.0,United Kingdom,16.5
498028,22067,CHOC TRUFFLE GOLD TRINKET POT ,12,2010-02-16 09:21:00,1.65,15323.0,United Kingdom,19.799999999999997
525216,22940,FELTCRAFT CHRISTMAS FAIRY,4,2010-10-04 12:46:00,4.25,16205.0,United Kingdom,17.0
538170,82582,AREA PATROLLED METAL SIGN,12,2010-12-09 19:32:00,2.1,13969.0,United Kingdom,25.200000000000003
516922,20725,LUNCH BAG RED SPOTTY,10,2010-07-25 11:46:00,1.65,15727.0,United Kingdom,16.5
549295,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,2011-04-07 19:49:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
526901,85087,CANDY SPOT CUSHION COVER,1,2010-10-13 15:07:00,2.95,17817.0,United Kingdom,2.95
552687,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2011-05-10 15:09:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
538346,21172,PARTY METAL SIGN ,24,2010-12-10 14:53:00,1.45,17865.0,United Kingdom,34.8
520212,21755,LOVE BUILDING BLOCK WORD,2,2010-08-24 17:21:00,5.95,16033.0,United Kingdom,11.9
558614,22686,FRENCH BLUE METAL DOOR SIGN No,1,2011-06-30 15:56:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.46
534459,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2010-11-23 09:12:00,4.95,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.95
493260,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2009-12-22 14:31:00,13.87,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,13.87
491750,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2009-12-14 11:48:00,3.75,14527.0,United Kingdom,7.5
501895,79323W,WHITE CHERRY LIGHTS,4,2010-03-21 15:17:00,6.75,16039.0,United Kingdom,27.0
551283,22452,MEASURING TAPE BABUSHKA PINK,1,2011-04-27 14:01:00,2.95,16755.0,United Kingdom,2.95
573396,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-30 15:13:00,2.95,14723.0,United Kingdom,2.95
551250,15058B,PINK POLKADOT GARDEN PARASOL,1,2011-04-27 12:00:00,7.95,17841.0,United Kingdom,7.95
492425,82607C,GLASS BONBON JAR. SUPERFINES,1,2009-12-16 17:58:00,2.57,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.57
517970,22582,PACK OF 6 SWEETIE GIFT BOXES,12,2010-08-03 13:12:00,2.55,17665.0,United Kingdom,30.599999999999998
555845,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,4,2011-06-07 13:19:00,0.83,17015.0,United Kingdom,3.32
538097,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4,2010-12-09 14:56:00,9.95,15192.0,United Kingdom,39.8
505189,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2010-04-20 15:32:00,1.25,13485.0,United Kingdom,15.0
522603,85194S,HANGING SPRING FLOWER EGG SMALL,3,2010-09-15 13:43:00,0.65,15685.0,United Kingdom,1.9500000000000002
574733,21790,VINTAGE SNAP CARDS,8,2011-11-06 15:17:00,0.85,17082.0,United Kingdom,6.8
580672,22195,LARGE HEART MEASURING SPOONS,5,2011-12-05 14:29:00,1.65,17920.0,United Kingdom,8.25
529813,22189,CREAM HEART CARD HOLDER,4,2010-10-31 11:09:00,3.95,13888.0,United Kingdom,15.8
572315,23012,GLASS APOTHECARY BOTTLE PERFUME,2,2011-10-23 16:00:00,3.95,14504.0,United Kingdom,7.9
527536,17084J,LOVE POTION MASALA INCENSE,25,2010-10-18 13:22:00,0.21,14667.0,United Kingdom,5.25
550206,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-04-15 10:38:00,2.08,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.08
534830,22557,PLASTERS IN TIN VINTAGE PAISLEY ,5,2010-11-24 13:01:00,1.65,17315.0,United Kingdom,8.25
577842,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-11-22 10:39:00,4.95,16353.0,United Kingdom,39.6
536001,22956,36 FOIL HEART CAKE CASES,7,2010-11-29 14:21:00,2.1,17814.0,United Kingdom,14.700000000000001
579938,21481,FAWN BLUE HOT WATER BOTTLE,4,2011-12-01 10:18:00,3.75,14146.0,United Kingdom,15.0
524125,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2010-09-27 14:20:00,1.95,15382.0,United Kingdom,19.5
520500,22757,LARGE RED BABUSHKA NOTEBOOK ,1,2010-08-26 12:35:00,2.51,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.51
533137,84051,ASS COLOUR GLOWING TIARAS,5,2010-11-16 12:58:00,0.85,17203.0,United Kingdom,4.25
518509,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,16,2010-08-09 14:39:00,0.42,14498.0,United Kingdom,6.72
549713,21896,POTTING SHED TWINE,2,2011-04-11 14:11:00,2.1,17611.0,United Kingdom,4.2
575842,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,15,2011-11-11 12:01:00,0.29,15024.0,United Kingdom,4.35
532674,20966,SANDWICH BATH SPONGE,1,2010-11-14 11:54:00,1.25,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.25
556733,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2011-06-14 11:53:00,1.95,16919.0,United Kingdom,5.85
531691,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,2010-11-09 11:50:00,16.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,16.13
554707,22900, SET 2 TEA TOWELS I LOVE LONDON ,100,2011-05-26 10:15:00,2.55,14101.0,United Kingdom,169.346449999999
538053,82581,TOILET METAL SIGN,25,2010-12-09 13:34:00,0.55,15856.0,United Kingdom,13.750000000000002
549192,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-04-07 10:20:00,0.85,14961.0,United Kingdom,8.5
547063,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-03-20 13:33:00,1.65,14769.0,United Kingdom,3.3
544368,22747,POPPY'S PLAYHOUSE BATHROOM,3,2011-02-18 11:27:00,2.1,14057.0,United Kingdom,6.300000000000001
499246,84968B,S/16 VINTAGE IVORY CUTLERY,2,2010-02-25 13:40:00,25.49,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,50.98
579787,85049a,TRADITIONAL CHRISTMAS RIBBONS,3,2011-11-30 15:33:00,3.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,9.870000000000001
536587,22540,MINI JIGSAW CIRCUS PARADE ,24,2010-12-01 16:33:00,0.42,14142.0,United Kingdom,10.08
569253,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-10-03 10:55:00,1.45,13635.0,United Kingdom,17.4
518206,22690,DOORMAT HOME SWEET HOME BLUE ,10,2010-08-05 11:55:00,6.35,13802.0,United Kingdom,63.5
580367,23511,EMBROIDERED RIBBON REEL EMILY ,1,2011-12-02 16:39:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
499377,22223,CAKE PLATE LOVEBIRD PINK,1,2010-02-26 11:59:00,4.95,14177.0,United Kingdom,4.95
507735,22454,MEASURING TAPE RUSSIAN DOLL RED,1,2010-05-11 12:10:00,2.95,17321.0,United Kingdom,2.95
577826,22095,LADS ONLY TISSUE BOX,36,2011-11-22 09:43:00,0.39,17600.0,United Kingdom,14.040000000000001
490074,21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,1,2009-12-03 14:39:00,6.04,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.04
529150,21452,TOADSTOOL MONEY BOX,6,2010-10-26 16:03:00,2.95,16607.0,United Kingdom,17.700000000000003
495230,22286,"DECORATION , WOBBLY RABBIT , METAL ",12,2010-01-22 08:37:00,1.65,13192.0,United Kingdom,19.799999999999997
569415,84968d,SET OF 16 VINTAGE RED CUTLERY,1,2011-10-04 10:14:00,24.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,24.96
567679,22570,FELTCRAFT CUSHION RABBIT,1,2011-09-21 16:15:00,3.75,14606.0,United Kingdom,3.75
518330,22469,HEART OF WICKER SMALL,40,2010-08-06 12:31:00,1.45,17790.0,United Kingdom,58.0
574074,23348,CHILDRENS TOY COOKING UTENSIL SET,1,2011-11-02 15:33:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
541018,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1,2011-01-13 12:03:00,4.25,14978.0,United Kingdom,4.25
537434,47593B,SCOTTIE DOGS BABY BIB,3,2010-12-06 16:57:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.55
516990,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2010-07-26 11:00:00,3.36,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.36
535662,21621,VINTAGE UNION JACK BUNTING,2,2010-11-28 11:37:00,8.5,16782.0,United Kingdom,17.0
544686,20713,JUMBO BAG OWLS,1,2011-02-22 17:20:00,1.95,12748.0,United Kingdom,1.95
498903,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-02-23 14:16:00,0.55,14112.0,United Kingdom,13.200000000000001
575117,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,2011-11-08 14:22:00,1.25,12748.0,United Kingdom,1.25
541423,90130B,TURQ STONE/CRYSTAL EARRINGS,1,2011-01-17 17:54:00,2.9,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.9
577078,22694,WICKER STAR ,3,2011-11-17 15:17:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.39
491171,47590A,BLUE HAPPY BIRTHDAY BUNTING,6,2009-12-10 11:39:00,5.45,15039.0,United Kingdom,32.7
528106,84559B,3D SHEET OF CAT STICKERS,1,2010-10-20 13:43:00,0.85,15311.0,United Kingdom,0.85
574720,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-11-06 14:39:00,0.95,14547.0,United Kingdom,1.9
565914,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,36,2011-09-07 15:43:00,0.29,18093.0,United Kingdom,10.44
536980,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,2010-12-03 14:26:00,0.29,17819.0,United Kingdom,6.959999999999999
578833,21944,KITTENS DESIGN FLANNEL,1,2011-11-25 15:23:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.63
546249,85099B,JUMBO BAG RED RETROSPOT,1,2011-03-10 13:58:00,1.95,14606.0,United Kingdom,1.95
563216,85114B,IVORY ENCHANTED FOREST PLACEMAT,4,2011-08-14 13:14:00,1.65,17841.0,United Kingdom,6.6
539653,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2010-12-20 16:50:00,2.95,13564.0,United Kingdom,2.95
525564,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2010-10-06 08:17:00,0.85,13055.0,United Kingdom,10.2
503496,21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",1,2010-04-01 12:07:00,4.95,17841.0,United Kingdom,4.95
526708,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-10-12 16:25:00,4.25,17944.0,United Kingdom,4.25
576644,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2011-11-16 10:01:00,9.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,9.13
494797,21591,COSY HOUR CIGAR BOX MATCHES ,2,2010-01-18 14:23:00,1.25,18036.0,United Kingdom,2.5
569247,22942,CHRISTMAS LIGHTS 10 SANTAS ,48,2011-10-03 10:08:00,7.65,17924.0,United Kingdom,169.346449999999
529936,22633,HAND WARMER UNION JACK,1,2010-10-31 14:42:00,2.1,17085.0,United Kingdom,2.1
575303,23296,SET OF 6 TEA TIME BAKING CASES,1,2011-11-09 12:34:00,1.25,12893.0,United Kingdom,1.25
508504,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,2010-05-16 16:05:00,2.95,13451.0,United Kingdom,11.8
556733,84596G,SMALL CHOCOLATES PINK BOWL,16,2011-06-14 11:53:00,0.42,16919.0,United Kingdom,6.72
575739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-11-11 09:05:00,5.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.79
543000,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-02-02 12:17:00,5.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.79
559937,23298,SPOTTY BUNTING,3,2011-07-14 10:11:00,4.95,13577.0,United Kingdom,14.850000000000001
565426,44234,ASSORTED CIRCULAR MOBILE,1,2011-09-04 12:41:00,0.21,12851.0,United Kingdom,0.21
497628,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2010-02-11 13:03:00,1.25,15005.0,United Kingdom,2.5
565481,15060B,FAIRY CAKE DESIGN UMBRELLA,1,2011-09-05 11:31:00,3.75,16891.0,United Kingdom,3.75
511069,21691,SILVER VANILLA FLOWER CANDLE POT,1,2010-06-06 13:22:00,3.75,17915.0,United Kingdom,3.75
547240,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,2011-03-21 16:32:00,1.25,17585.0,United Kingdom,7.5
551440,22384,LUNCH BAG PINK POLKADOT,1,2011-04-28 15:29:00,1.65,15311.0,United Kingdom,1.65
556063,23284,DOORMAT KEEP CALM AND COME IN,1,2011-06-08 14:09:00,7.95,14587.0,United Kingdom,7.95
521691,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,2,2010-09-07 17:19:00,1.66,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.32
536161,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-11-30 12:05:00,2.95,18118.0,United Kingdom,2.95
532990,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,2010-11-15 14:11:00,6.75,17106.0,United Kingdom,6.75
527450,22043,CHRISTMAS CARD SCREEN PRINT ,24,2010-10-18 10:00:00,0.19,13214.0,United Kingdom,4.5600000000000005
546884,22174,PHOTO CUBE,1,2011-03-17 18:08:00,3.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.29
526188,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2010-10-10 12:04:00,4.95,14734.0,United Kingdom,14.850000000000001
499980,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,2010-03-03 15:28:00,8.47,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.47
534319,22949,36 DOILIES DOLLY GIRL,2,2010-11-22 11:37:00,2.98,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.96
533348,22261,FELT EGG COSY WHITE RABBIT ,1,2010-11-17 09:23:00,1.66,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.66
527403,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,2010-10-17 14:26:00,1.45,15799.0,United Kingdom,2.9
576405,22960,JAM MAKING SET WITH JARS,1,2011-11-15 11:14:00,4.25,13735.0,United Kingdom,4.25
570235,22295,HEART FILIGREE DOVE LARGE,1,2011-10-09 14:30:00,1.65,13193.0,United Kingdom,1.65
561625,22570,FELTCRAFT CUSHION RABBIT,8,2011-07-28 14:03:00,3.75,16843.0,United Kingdom,30.0
571106,23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,2,2011-10-13 16:14:00,8.25,14976.0,United Kingdom,16.5
533717,85232B,SET OF 3 BABUSHKA STACKING TINS,2,2010-11-18 13:27:00,4.95,13137.0,United Kingdom,9.9
494390,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,4,2010-01-14 10:04:00,3.75,18041.0,United Kingdom,15.0
557112,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,2011-06-16 16:31:00,15.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,15.79
578833,21912,VINTAGE SNAKES & LADDERS,6,2011-11-25 15:23:00,7.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,44.76
490796,22168,"ORGANISER WOOD, ANTIQUE WHITE ",2,2009-12-08 11:44:00,8.5,14290.0,United Kingdom,17.0
565232,82578,KITCHEN METAL SIGN,1,2011-09-02 09:30:00,1.25,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.25
528747,90124C,GREEN MURANO TWIST NECKLACE,2,2010-10-24 14:40:00,9.95,16770.0,United Kingdom,19.9
528620,21488,RED WHITE SCARF  HOT WATER BOTTLE,1,2010-10-24 10:33:00,3.95,17243.0,United Kingdom,3.95
524534,22816,CARD MOTORBIKE SANTA,24,2010-09-29 13:35:00,0.42,14510.0,United Kingdom,10.08
576329,23526,WALL ART DOG LICENCE ,2,2011-11-14 15:22:00,12.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,24.92
559038,22356,CHARLOTTE BAG PINK POLKADOT,27,2011-07-05 15:31:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,66.42
533953,22865,HAND WARMER OWL DESIGN,96,2010-11-19 12:43:00,1.85,13756.0,United Kingdom,169.346449999999
571182,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2011-10-14 10:55:00,1.95,13115.0,United Kingdom,15.6
527890,21279,VINTAGE KITCHEN PRINT FRUITS,3,2010-10-19 12:15:00,2.55,17365.0,United Kingdom,7.6499999999999995
510192,82552,WASHROOM METAL SIGN,1,2010-05-27 18:13:00,1.25,17841.0,United Kingdom,1.25
555276,21418,STARFISH SOAP DISH,1,2011-06-01 17:28:00,4.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.96
518064,85047,WHITE BEADED GARLAND STRING 20LIGHT,1,2010-08-04 12:39:00,6.35,17841.0,United Kingdom,6.35
511902,21530,DAIRY MAID TOASTRACK,1,2010-06-11 11:12:00,2.95,12748.0,United Kingdom,2.95
567668,22437,SET OF 9 BLACK SKULL BALLOONS,2,2011-09-21 15:29:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.26
569403,22726,ALARM CLOCK BAKELIKE GREEN,8,2011-10-04 09:02:00,3.75,13319.0,United Kingdom,30.0
563026,20717,STRAWBERRY SHOPPER BAG,3,2011-08-11 14:04:00,1.25,15747.0,United Kingdom,3.75
578931,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,2,2011-11-27 12:40:00,2.89,16942.0,United Kingdom,5.78
559934,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,2011-07-14 09:58:00,0.39,13012.0,United Kingdom,4.68
499977,21356,TOAST ITS - FAIRY FLOWER,12,2010-03-03 15:13:00,1.25,14142.0,United Kingdom,15.0
537458,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-12-07 09:55:00,4.95,17091.0,United Kingdom,29.700000000000003
556516,20676,RED RETROSPOT BOWL,1,2011-06-13 10:46:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.46
559497,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-07-08 13:54:00,4.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.96
571435,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-10-17 13:23:00,0.55,14211.0,United Kingdom,13.200000000000001
572272,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-10-21 16:18:00,25.0,13171.0,United Kingdom,50.0
525080,20669,RED HEART LUGGAGE TAG,12,2010-10-03 15:37:00,1.25,13213.0,United Kingdom,15.0
560225,20669,RED HEART LUGGAGE TAG,2,2011-07-15 16:27:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.66
580729,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1,2011-12-05 17:24:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.83
546406,21129,SILVER FISHING GNOME ,1,2011-03-11 16:21:00,12.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.46
531861,22768,FAMILY PHOTO FRAME CORNICE,16,2010-11-10 10:45:00,8.5,17511.0,United Kingdom,136.0
533792,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-11-18 17:56:00,0.12,16588.0,United Kingdom,2.88
536031,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2010-11-29 16:45:00,5.06,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.06
512168,22135,LADLE LOVE HEART PINK,1,2010-06-14 11:24:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.85
537764,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-08 12:06:00,2.1,16893.0,United Kingdom,2.1
501717,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-03-19 10:35:00,1.69,13267.0,United Kingdom,27.04
506248,22456,NATURAL SLATE CHALKBOARD LARGE ,2,2010-04-28 13:26:00,4.95,14724.0,United Kingdom,9.9
511132,90214S,"LETTER ""S"" BLING KEY RING",1,2010-06-07 11:23:00,1.25,17987.0,United Kingdom,1.25
521387,21755,LOVE BUILDING BLOCK WORD,3,2010-09-05 13:08:00,5.95,14426.0,United Kingdom,17.85
516267,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2010-07-19 12:17:00,2.95,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.9
572037,23390,DOLLY GIRL MINI BACKPACK,1,2011-10-20 12:07:00,4.15,17365.0,United Kingdom,4.15
580357,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-12-02 16:07:00,0.42,15856.0,United Kingdom,10.08
551874,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2011-05-05 07:37:00,2.95,16422.0,United Kingdom,17.700000000000003
494906,85061W,WHITE JEWELLED HEART DECORATION,24,2010-01-19 15:45:00,0.85,15984.0,United Kingdom,20.4
512739,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-06-17 14:14:00,0.65,13037.0,United Kingdom,10.4
493260,90200D,PINK SWEETHEART BRACELET,1,2009-12-22 14:31:00,4.33,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.33
528728,21821,GLITTER STAR GARLAND WITH BELLS ,6,2010-10-24 13:21:00,3.75,17260.0,United Kingdom,22.5
558993,22193,RED DINER WALL CLOCK,1,2011-07-05 11:49:00,8.5,16729.0,United Kingdom,8.5
543486,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-09 10:24:00,1.69,13319.0,United Kingdom,13.52
534182,21902,"KEY FOB , FRONT  DOOR ",1,2010-11-21 13:57:00,0.65,17706.0,United Kingdom,0.65
531782,21786,POLKADOT RAIN HAT ,1,2010-11-09 14:48:00,0.42,16021.0,United Kingdom,0.42
520405,21156,RETROSPOT CHILDRENS APRON,4,2010-08-25 17:27:00,1.95,17338.0,United Kingdom,7.8
501080,90170,DAISY HAIR BAND,1,2010-03-12 11:19:00,1.69,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.69
562421,21395,BLUE POLKADOT BEAKER ,48,2011-08-04 16:41:00,0.39,15241.0,United Kingdom,18.72
576617,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-11-15 16:57:00,10.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,10.79
514665,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2010-07-05 13:04:00,1.25,16110.0,United Kingdom,1.25
490005,21671,RED SPOT CERAMIC DRAWER KNOB,12,2009-12-03 11:57:00,1.25,13993.0,United Kingdom,15.0
557502,22489,PACK OF 12 TRADITIONAL CRAYONS,1,2011-06-20 15:32:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.83
552514,21899,"KEY FOB , GARAGE DESIGN",1,2011-05-09 16:30:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.63
533365,22563,HAPPY STENCIL CRAFT,1,2010-11-17 10:23:00,1.25,17365.0,United Kingdom,1.25
494478,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-01-14 15:41:00,2.55,14062.0,United Kingdom,30.599999999999998
577526,23206,LUNCH BAG APPLE DESIGN,10,2011-11-20 13:39:00,1.65,16513.0,United Kingdom,16.5
555510,22028,PENNY FARTHING BIRTHDAY CARD,1,2011-06-03 17:09:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.83
498642,21156,RED SPOTTY CHILDS APRON,8,2010-02-22 11:13:00,1.95,16057.0,United Kingdom,15.6
552271,47566,PARTY BUNTING,2,2011-05-08 12:00:00,4.95,13069.0,United Kingdom,9.9
519339,20748,KENSINGTON COFFEE SET,3,2010-08-16 11:31:00,12.75,17849.0,United Kingdom,38.25
580673,22384,LUNCH BAG PINK POLKADOT,24,2011-12-05 14:30:00,1.65,13089.0,United Kingdom,39.599999999999994
517749,21535,RED RETROSPOT SMALL MILK JUG,6,2010-08-02 09:38:00,2.55,15200.0,United Kingdom,15.299999999999999
522819,22363,GLASS JAR MARMALADE ,10,2010-09-16 20:04:00,2.95,15535.0,United Kingdom,29.5
519231,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,2010-08-15 13:05:00,1.65,17372.0,United Kingdom,3.3
569936,23250,VINTAGE RED TRIM ENAMEL BOWL ,96,2011-10-06 17:52:00,1.04,17490.0,United Kingdom,99.84
525718,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,6,2010-10-06 14:40:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.1
564199,22672,FRENCH BATHROOM SIGN BLUE METAL,1,2011-08-23 17:31:00,1.65,13263.0,United Kingdom,1.65
531812,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2010-11-09 16:39:00,1.45,16218.0,United Kingdom,17.4
511481,15034,PAPER POCKET TRAVELING FAN ,1,2010-06-08 14:00:00,0.14,15353.0,United Kingdom,0.14
510485,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,2010-06-01 11:38:00,0.29,13544.0,United Kingdom,0.29
518570,22423,REGENCY CAKESTAND 3 TIER,1,2010-08-10 11:49:00,25.49,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,25.49
524125,22492,MINI PAINT SET VINTAGE ,72,2010-09-27 14:20:00,0.65,15382.0,United Kingdom,46.800000000000004
560209,23241,TREASURE TIN GYMKHANA DESIGN,2,2011-07-15 14:05:00,2.08,15004.0,United Kingdom,4.16
541302,85172,HYACINTH BULB T-LIGHT CANDLES,16,2011-01-17 14:18:00,0.42,13769.0,United Kingdom,6.72
490074,79026B,"S/4 ICON COASTER,ELVIS LIVES",1,2009-12-03 14:39:00,2.57,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.57
503426,22284,HEN HOUSE DECORATION,2,2010-03-31 17:28:00,3.36,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.72
556487,23102,SILVER HEARTS TABLE DECORATION,12,2011-06-12 13:51:00,0.83,17289.0,United Kingdom,9.959999999999999
